track,artist,track_id,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo
Echoes Of Silence - Original,The Weeknd,3weHnt82LuCTMa2AnZFM78,0.356,0.201,6,-12.289,0,0.0388,0.974,0.000273,0.108,0.18,130.688
Lonely Star - Original,The Weeknd,5JpSjNcjuP8L9QrYmv3xcn,0.483,0.621,2,-8.602,1,0.0393,0.267,0.0284,0.472,0.172,158.001
Life Of The Party - Original,The Weeknd,6eJbjaoLRlfwrfWpeS6alF,0.596,0.553,2,-7.96,1,0.0269,0.00294,0.00148,0.595,0.516,138.107
Thursday - Original,The Weeknd,0l1p13Fbujayv894H0hfpS,0.26,0.491,0,-8.059,0,0.0501,0.476,0.0263,0.0558,0.207,179.327
The Zone - Original,The Weeknd,53qYItjefG5SUf62428dIw,0.654,0.383,3,-9.875,0,0.0363,0.129,0.000755,0.103,0.268,139.95
The Birds Pt. 1 - Original,The Weeknd,5SF1kcOiOmtZFUIQNGC4TC,0.56,0.586,0,-7.382,0,0.0351,0.00176,0.0,0.0838,0.171,127.873
The Birds Pt. 2 - Original,The Weeknd,2yYDijitHN6psA2tH0ndXs,0.278,0.564,9,-7.61,0,0.0357,0.459,9.4e-06,0.256,0.177,78.639
Gone - Original,The Weeknd,7xgYvziLsxNd0UznaEw8Oi,0.473,0.478,0,-10.258,0,0.091,0.425,0.000232,0.0629,0.262,109.371
Rolling Stone - Original,The Weeknd,4dXnS1YXBkn4oAIxRLPJcK,0.678,0.352,8,-12.019,0,0.0317,0.536,5.29e-05,0.11,0.397,129.92
Heaven Or Las Vegas - Original,The Weeknd,5JQ5Acrgv1VrO9UtMUN052,0.53,0.699,11,-8.558,0,0.063,0.0128,0.000152,0.0865,0.212,125.055
High For This - Original,The Weeknd,2ye9iWj5V4g6k6HFeTTAKa,0.466,0.403,4,-10.441,0,0.0502,0.59,9.51e-05,0.1,0.0967,75.033
What You Need - Original,The Weeknd,4Yw8TyBm9J8cpy2guHUYog,0.638,0.335,7,-10.522,0,0.0854,0.505,0.0139,0.116,0.0608,133.853
House Of Balloons / Glass Table Girls - Original,The Weeknd,2r7BPog74oaTG5shNYiUnV,0.662,0.511,0,-8.419,1,0.0342,0.00237,0.0036,0.275,0.228,88.989
The Morning - Original,The Weeknd,4jBfUB4kQJCWOrjGLQqhO0,0.682,0.51,6,-9.987,0,0.0441,0.143,4.46e-06,0.0797,0.191,120.097
Wicked Games - Original,The Weeknd,00aqkszH1FdUiJJWvX6iEl,0.606,0.57,9,-6.684,1,0.032,0.0217,8.47e-06,0.301,0.258,114.033
The Party & The After Party - Original,The Weeknd,0GROiXm03OrMC5ltXLhGIu,0.645,0.58,5,-9.527,0,0.0406,0.22,0.0,0.0878,0.163,101.733
Coming Down - Original,The Weeknd,3mHO1J6kfiArjBo1zhLFGP,0.694,0.649,2,-5.262,0,0.0353,0.303,2.41e-05,0.206,0.344,120.973
Loft Music - Original,The Weeknd,2yBz1hupoOBncorzuKcJ2z,0.257,0.443,6,-9.998,0,0.0921,0.49,0.00049,0.219,0.112,77.528
The Knowing - Original,The Weeknd,6tjsbysvZh8Pq8DZA5ldrn,0.454,0.668,6,-5.821,0,0.03,0.205,0.000841,0.0938,0.168,85.994
Rockstar Made,Playboi Carti,3cWmqvMwVQKDigWLSZ3w9h,0.773,0.612,8,-5.73,1,0.232,0.0398,0.0,0.142,0.381,149.999
Go2DaMoon (feat. Kanye West),Playboi Carti,0F13K9dwYH2zpTWiR8d628,0.693,0.434,4,-8.786,0,0.385,0.204,0.0,0.277,0.542,147.066
Stop Breathing,Playboi Carti,2lLG56qpLP3UbcLuzMvkWX,0.856,0.57,9,-4.486,1,0.286,0.00637,0.0,0.0984,0.155,154.967
Beno!,Playboi Carti,4CYTQpr2jc4uBScYvpEK2w,0.923,0.562,1,-7.357,1,0.304,0.0213,0.0,0.0726,0.499,144.067
JumpOutTheHouse,Playboi Carti,0cgD36xPIJBdKUNJRHYDgP,0.87,0.461,1,-5.786,1,0.201,0.00456,0.0,0.11,0.485,144.053
M3tamorphosis (feat. Kid Cudi),Playboi Carti,7zLMYtNJcabv4h4wBnjNQI,0.657,0.604,0,-6.045,1,0.0374,0.0213,0.0,0.156,0.122,73.933
Slay3r,Playboi Carti,1eMNW1HQjF1dbb4GtnmpaX,0.885,0.661,4,-5.062,0,0.141,0.165,0.0,0.334,0.436,140.028
No Sl33p,Playboi Carti,6i6whmV36EJmxs5zFahMrb,0.719,0.852,0,-5.232,1,0.149,0.024,0.0,0.123,0.432,151.867
New Tank,Playboi Carti,4txKMpsSfZRV6durPuHVq0,0.819,0.638,10,-4.831,0,0.226,0.031,0.000116,0.152,0.167,150.993
Teen X (feat. Future),Playboi Carti,5uYqmEN6TAAE8ss8YmprNV,0.437,0.671,1,-4.985,1,0.122,0.00124,9.87e-06,0.136,0.0936,197.192
Meh,Playboi Carti,15JRvf02KKGHKgC31jrpuh,0.764,0.512,1,-6.814,1,0.3,0.00158,0.0,0.0899,0.586,81.541
Vamp Anthem,Playboi Carti,4CzhtKifG867Lu5DNQVBSA,0.642,0.69,11,-5.101,1,0.261,0.00599,1.3e-06,0.322,0.641,164.075
New N3on,Playboi Carti,7ejepEh5DJ79YI6owGRfkk,0.888,0.833,6,-6.546,0,0.0737,0.0631,0.0,0.106,0.948,130.054
Control,Playboi Carti,78YTl0P96kBCBXUSzKoqAm,0.705,0.752,7,-6.87,1,0.095,0.0283,0.0,0.299,0.305,142.051
Punk Monk,Playboi Carti,5fSZXFOZfPVW9gvnnG4ZVW,0.699,0.408,10,-7.916,0,0.352,0.0145,0.00155,0.123,0.139,76.444
On That Time,Playboi Carti,3dl8bSF08LQfCf4T6CCksf,0.598,0.476,0,-3.673,1,0.0333,0.00584,0.0,0.265,0.0545,150.078
King Vamp,Playboi Carti,2iqHcRoOfLl1fXCf1bGO0J,0.691,0.756,8,-5.638,0,0.352,0.0117,0.0,0.257,0.396,144.188
Place,Playboi Carti,1Bg2CNZw6S4e9cGWPmi0uI,0.891,0.628,1,-6.35,1,0.105,0.000674,0.0,0.119,0.04,131.06
Sky,Playboi Carti,29TPjc8wxfz4XMn21O7VsZ,0.785,0.903,2,-4.184,1,0.21,0.258,0.0,0.169,0.565,139.98
Over,Playboi Carti,08dz3ygXyFur6bL7Au8u8J,0.622,0.946,7,-3.593,0,0.0534,0.044,0.0,0.0838,0.336,130.07
ILoveUIHateU,Playboi Carti,1BpKJw4RZxaFB88NE5uxXf,0.684,0.693,4,-6.651,0,0.0339,0.00534,0.0,0.506,0.108,134.988
Die4Guy,Playboi Carti,7rbalRuIx7sIXFHYTphE0n,0.759,0.67,1,-5.188,0,0.0589,0.00471,0.0,0.0889,0.418,148.938
Not PLaying,Playboi Carti,03rcC8SVxCa9UdY5qgkITe,0.815,0.762,2,-5.045,1,0.219,0.00821,0.0,0.337,0.317,140.092
F33l Lik3 Dyin,Playboi Carti,1xVVYE1ahLotRpppJViVzs,0.733,0.703,11,-6.451,1,0.0906,0.205,1.62e-05,0.158,0.0966,141.047
Long Time - Intro,Playboi Carti,4IO2X2YoXoUMv0M2rwomLC,0.472,0.861,4,-3.966,0,0.0447,0.283,0.0,0.83,0.358,144.077
R.I.P.,Playboi Carti,3L0IKstjUgDFVQAbQIRZRv,0.725,0.725,8,-6.067,0,0.159,0.0119,0.0,0.086,0.515,140.003
Lean 4 Real (feat. Skepta),Playboi Carti,1JgkiUg9mSXSwcb5Gbi4Ur,0.754,0.775,7,-5.077,1,0.066,0.0302,0.0,0.362,0.159,76.01
Old Money,Playboi Carti,0syXbGoFZbTMXm8hGCEvW0,0.716,0.619,2,-10.227,1,0.339,0.0271,0.0,0.342,0.584,162.958
Love Hurts (feat. Travis Scott),Playboi Carti,3K6U7TamNyVSWcFH8pCQHX,0.724,0.45,4,-5.763,0,0.0497,0.0315,1.42e-05,0.111,0.464,140.978
Shoota (feat. Lil Uzi Vert),Playboi Carti,2BJSMvOGABRxokHKB0OI8i,0.673,0.649,1,-8.433,0,0.196,0.188,0.0,0.122,0.47,153.075
Right Now (feat. Pi'erre Bourne),Playboi Carti,475jSz0H6U3duJyNiDS0tT,0.687,0.602,6,-5.005,0,0.066,0.138,0.0,0.203,0.309,78.487
Poke It Out (with Nicki Minaj),Playboi Carti,2rPSFKzGeqUWwfcCFVkkq3,0.894,0.59,9,-5.716,1,0.221,0.0969,8.9e-06,0.329,0.576,147.009
Home (KOD),Playboi Carti,5wPyd3IQAZft1vmxoIqGrU,0.722,0.686,7,-6.173,0,0.24,0.316,0.0,0.352,0.435,77.015
Fell In Luv (feat. Bryson Tiller),Playboi Carti,1s9DTymg5UQrdorZf43JQm,0.657,0.668,2,-6.208,1,0.136,0.0273,0.0,0.32,0.227,162.997
Foreign,Playboi Carti,500l6Cwe40hkPqS7Sf7ufY,0.762,0.705,6,-5.195,0,0.164,0.0906,0.0,0.17,0.264,122.955
Pull Up,Playboi Carti,424qpX6swdUdhLq95cecNu,0.842,0.596,2,-7.569,1,0.3,0.0109,0.000177,0.114,0.57,156.999
Mileage (feat. Chief Keef),Playboi Carti,1oNcc2isuz7d3hc1fMoHqj,0.743,0.616,1,-6.285,1,0.181,0.0635,0.0,0.111,0.4,150.859
FlatBed Freestyle,Playboi Carti,5nayhWICkQGMTkisxVMbRw,0.755,0.552,9,-5.604,1,0.288,0.0967,0.0,0.158,0.402,153.157
No Time (feat. Gunna),Playboi Carti,5pHJv0bgNsT9nPoK2BjNBn,0.943,0.763,5,-5.568,0,0.158,0.0175,1.8e-05,0.114,0.225,139.969
Middle Of The Summer (feat. Red Coldhearted),Playboi Carti,7AtBtwrKhz94hYXgGYyG58,0.64,0.674,8,-6.442,1,0.237,0.0119,0.0,0.0747,0.459,136.869
Choppa Won't Miss (feat. Young Thug),Playboi Carti,5O9zs6G6RcB6yP1OKwnwiM,0.857,0.661,0,-6.544,1,0.319,0.0182,0.0,0.115,0.612,163.077
R.I.P. Fredo (feat. Young Nudy) - Notice Me,Playboi Carti,45Ln3F9PRPYTXBcMFkZMzS,0.912,0.755,2,-5.394,1,0.141,0.102,0.0,0.179,0.625,140.051
Top (feat. Pi'erre Bourne),Playboi Carti,7HsvTUJcXRQVK6QuALkAvW,0.956,0.517,1,-5.522,1,0.0648,0.00906,0.0,0.113,0.162,130.004
Location,Playboi Carti,3yk7PJnryiJ8mAPqsrujzf,0.717,0.79,11,-4.213,1,0.2,0.33,0.000125,0.518,0.371,125.985
Magnolia,Playboi Carti,1e1JKLEDKP7hEQzJfNAgPl,0.791,0.582,11,-7.323,0,0.286,0.0114,0.0,0.35,0.443,162.991
Lookin,Playboi Carti,1UAmQe8EwpxQ80OfYVD13z,0.827,0.57,0,-8.22,1,0.365,0.0457,0.0,0.148,0.412,148.119
wokeuplikethis*,Playboi Carti,59J5nzL1KniFHnU120dQzt,0.785,0.62,8,-6.667,1,0.254,0.0138,0.0,0.15,0.478,78.477
Let It Go,Playboi Carti,23QyE9GQpXsX9WgEDADMa6,0.684,0.53,8,-5.298,0,0.286,0.00353,0.0,0.573,0.55,157.017
Half & Half,Playboi Carti,2TdZdeKIDMqi1B3139W4Wb,0.899,0.496,7,-4.691,1,0.33,0.136,0.0,0.139,0.145,127.046
New Choppa,Playboi Carti,30sc425JEvj3tgmGAKORea,0.773,0.605,0,-4.223,0,0.0579,0.174,0.0,0.329,0.425,128.16
Other Shit,Playboi Carti,1KsfhDZbBY2JjTHLmYhkK1,0.841,0.47,0,-6.737,1,0.374,0.303,0.0,0.232,0.435,133.019
NO. 9,Playboi Carti,5Nq6lLSxphlsA6nQB0KtES,0.885,0.607,1,-7.642,0,0.385,0.00973,0.0,0.325,0.391,137.887
dothatshit!,Playboi Carti,1KzNsOkpQthVwpCJrADJEQ,0.746,0.744,9,-5.56,1,0.254,0.067,0.0,0.279,0.452,162.964
Lame Niggaz,Playboi Carti,1xUQwXDDKW79z7GRUt2vMW,0.9,0.488,5,-6.371,0,0.274,0.0315,0.0,0.101,0.676,83.498
Yah Mean,Playboi Carti,5MUxrNd7Gr2HksLcAlB0IO,0.777,0.73,5,-6.324,0,0.328,0.065,0.0,0.113,0.738,162.956
Flex,Playboi Carti,2xyBvir9n474qfsOkxXMgx,0.75,0.596,0,-5.569,0,0.282,0.478,0.0,0.166,0.27,130.104
Kelly K,Playboi Carti,3hDp5jRxvtD31giFGUaE1x,0.715,0.522,1,-4.69,1,0.151,0.235,0.0,0.389,0.233,158.026
Had 2,Playboi Carti,2mkV4angeBLZPTcYOSrjee,0.783,0.672,11,-7.925,0,0.34,0.0434,0.0,0.141,0.877,151.781
YUNGXANHOE,Playboi Carti,6Tk5hACxuFrRNGewPvPvgA,0.724,0.698,7,-6.191,1,0.117,0.0296,2.77e-06,0.293,0.29,105.995
Talk,Playboi Carti,5iFLfEbO9Wh8dobYylq8Rb,0.931,0.296,5,-10.789,1,0.23,0.406,0.0,0.106,0.321,119.994
I Got Depressed Hoes (feat. Slug Christ),Playboi Carti,15DEpxbVsJax3TgsmTIawc,0.426,0.818,8,-7.576,1,0.373,0.16,0.0,0.437,0.34,105.964
Count It Up,Playboi Carti,30o0noIgWIlDktuG8ehwY0,0.779,0.521,7,-7.289,0,0.0935,0.0137,0.0,0.115,0.164,137.995
Whole Thang (feat. Uno The Activist),Playboi Carti,0z99tERlbKF8R8kyUsOER0,0.764,0.723,10,-6.3,0,0.0613,0.00719,0.0,0.295,0.536,113.975
Don't Tell Nobody (feat. Hoodrich Keem),Playboi Carti,6dA4SztnztnXwYoBVR39wj,0.679,0.636,11,-7.65,0,0.323,0.178,0.0,0.379,0.481,141.986
Dem Callin' (feat. Ramriddlz),Playboi Carti,7e5WppzulpdTKAQu7uUNch,0.578,0.721,4,-5.105,1,0.131,0.0103,0.0,0.329,0.662,127.115
"Fetti (feat. Da$H, Maxo Kream)",Playboi Carti,6Y4CI6as0a7QjXaPiqU4Jt,0.74,0.55,10,-8.369,0,0.25,0.396,0.0,0.887,0.378,104.083
2Door (feat. Lamb),Playboi Carti,3GNYTLCZgr2A3r2wn0nim4,0.771,0.428,10,-8.054,1,0.117,0.669,1.93e-05,0.273,0.196,127.942
Paper,Playboi Carti,0lpnNjOgqmZcXjvx0Jf1Qz,0.668,0.467,9,-7.477,0,0.0609,0.0114,0.0,0.278,0.202,119.957
Pray 4 Me,Playboi Carti,5AaNNK1S47TcvpS0UHPbMq,0.463,0.497,10,-7.811,0,0.223,0.728,4.94e-05,0.175,0.213,177.743
Purple Pool (feat. Neako),Playboi Carti,36UyPzTqU6DhP4hMTSPe9C,0.727,0.674,4,-7.894,1,0.0569,0.458,0.0,0.0939,0.73,130.184
Sneak Dissin,Playboi Carti,39NanNrdLpHPDAhpXjJkE9,0.562,0.569,10,-6.913,0,0.11,0.0405,0.0,0.319,0.424,139.516
What We Doin',Playboi Carti,1AALPO6tYCybHHXp9tjTBy,0.806,0.559,2,-5.878,1,0.151,0.273,0.0,0.361,0.305,140.078
Freestyle 4 The People (feat. Ethereal),Playboi Carti,3hhUmjOEDRvasidgQcbrgr,0.729,0.716,1,-6.013,0,0.325,0.411,0.0,0.253,0.72,112.977
4Tspoon (feat. Yung Bans),Playboi Carti,45nws9GcCPP4D1n9hJ6Ytq,0.707,0.654,11,-8.59,0,0.284,0.0895,3.32e-05,0.316,0.691,116.998
"Plug (feat. Kodak Black, Rich The Kid)",Playboi Carti,2gFnXev7gwXCjKXoL0CkiW,0.726,0.605,0,-6.463,1,0.172,0.0213,0.0,0.124,0.459,148.864
American Life,Madonna,6XwfEWLXlXIuHjKQkJltsw,0.808,0.566,11,-7.402,0,0.175,0.0551,0.0,0.214,0.736,101.99
American Life - Missy Elliott American Dream Remix,Madonna,3QWBlkmkVyMgh1C2Wmp5WR,0.696,0.615,6,-5.39,0,0.161,0.327,5.83e-06,0.225,0.477,102.27
American Life - Oakenfold Downtempo Remix,Madonna,6MKKEL1kFZxSCzZ9w9iWXX,0.76,0.808,4,-5.268,0,0.0927,0.0214,0.00126,0.0782,0.654,105.981
American Life - Felix Da Housecat's Devin Dazzle Club Mix,Madonna,3rtwXjyFTUze34Qlb9Lltx,0.8,0.799,6,-8.196,1,0.0474,0.00106,0.0575,0.0791,0.687,123.997
"American Life - Peter Rauhofer's American Anthem, Pt. 1",Madonna,5R7jLFruofDSezOsYZvKQn,0.86,0.53,6,-9.491,0,0.0517,0.001,0.00745,0.0705,0.545,130.009
"American Life - Peter Rauhofer's American Anthem, Pt. 2",Madonna,4DIGcEOsp2JesKKtRFPANF,0.822,0.734,1,-8.349,0,0.0422,0.0135,0.00666,0.0833,0.944,130.011
Die Another Day - Richard 'Humpty' Vission Electrofried Mix,Madonna,7d4fs9K4HhiqHyHvL0M9om,0.727,0.975,8,-5.326,1,0.0421,0.000136,0.602,0.872,0.811,131.257
Die Another Day - Calderone & Quayle After Life Mix,Madonna,6nrKI8Rcw4YwzC8aPFG4ZQ,0.721,0.919,8,-6.679,1,0.0449,0.00197,0.836,0.0888,0.78,130.013
Ray of Light,Madonna,6oX34UtgcLnYPK57q5kuJh,0.57,0.907,3,-7.822,1,0.0302,0.00111,0.618,0.0642,0.7,127.183
Ray of Light - William Orbit Ultra Violet Mix,Madonna,0SS2Rz3D74GWTG6xHyWWcJ,0.718,0.913,9,-9.585,0,0.0339,0.00367,0.831,0.475,0.593,127.234
Ray of Light - Sasha Strip Down Mix,Madonna,43J6EHfc8vYLjRPi0ekAh6,0.336,0.942,2,-9.321,1,0.0868,0.000652,0.174,0.123,0.211,131.966
Ray of Light - Victor Calderone Club Mix,Madonna,2vxt0UrVaQl7uYD5LddhEi,0.653,0.925,7,-6.782,1,0.0778,0.000111,0.849,0.599,0.481,129.999
Ray of Light - Sasha Twilo Mix,Madonna,6CKPAA84586VZapgfci5JC,0.677,0.758,9,-10.876,1,0.0789,0.00147,0.637,0.0393,0.503,131.988
Ray of Light - William Orbit Liquid Mix,Madonna,4hbvk4j4DBBj1t04wpmlUi,0.657,0.974,3,-7.728,1,0.0345,0.00212,0.77,0.364,0.808,127.218
Ray of Light - Sasha Ultra Violet Mix,Madonna,5CEVew4bLGZlyXXUiwBpAl,0.591,0.962,11,-8.636,0,0.0619,0.000395,0.873,0.0464,0.307,132.005
Ray of Light - Victor Calderone Drum Mix,Madonna,5y6flJT4eLCbX7876L7UQl,0.748,0.934,7,-8.543,1,0.0885,0.000386,0.853,0.0519,0.566,130.007
Has to Be,Madonna,08RH39JSIxRWygkpFnXXSC,0.492,0.329,8,-15.056,1,0.0377,0.669,0.0897,0.0917,0.182,100.752
Spotlight - You Can Dance Single Edit,Madonna,3GTLqMFcD4FTlZb12DBRB0,0.722,0.769,9,-9.97,0,0.0339,0.132,0.0,0.0427,0.969,117.83
Holiday - You Can Dance Single Edit,Madonna,6n43tUfW2fKEQo6rggiRKq,0.786,0.676,11,-10.08,0,0.0333,0.165,0.0033,0.327,0.9,115.53
Everybody - You Can Dance Single Edit,Madonna,2T7Cqpm3D02GYf7je3inR2,0.778,0.63,7,-12.106,1,0.036,0.00479,0.0877,0.226,0.664,120.233
Physical Attraction - You Can Dance Single Edit,Madonna,6ndTF9bBuDNFVhADE1gLOX,0.898,0.677,0,-9.724,0,0.0667,0.137,0.0587,0.22,0.93,119.053
Over and Over - You Can Dance Single Edit,Madonna,41tlhp8dvqo9xTWGV4v7sM,0.74,0.799,0,-9.45,1,0.0592,0.332,0.00732,0.0873,0.897,148.584
Into the Groove - You Can Dance Single Edit,Madonna,7d0fUqQH9dZwaLYLE189NG,0.764,0.586,8,-10.817,1,0.0516,0.0315,0.000831,0.525,0.749,116.438
Where's the Party - You Can Dance Single Edit,Madonna,6980d8WinKhOgxnUS6RJGL,0.71,0.809,0,-10.025,1,0.0491,0.00882,0.00124,0.0421,0.924,119.204
Rain - Radio Remix,Madonna,7HKa8Bz5sBRaBzev7gSbR4,0.673,0.487,10,-9.856,1,0.024,0.0893,7.93e-06,0.0767,0.435,92.471
Waiting - Remix,Madonna,21XTidcYg7PiGhIVdd61qm,0.797,0.578,6,-12.417,1,0.179,0.0984,0.00623,0.334,0.726,95.245
Rain - Radio Remix Edit,Madonna,1Krt5dZjTVuhPa3UiYwikS,0.682,0.489,10,-9.637,1,0.024,0.0783,4.57e-06,0.0689,0.433,92.464
Up Down Suite,Madonna,6B6BZWiNmLb7kuL2EX43Zq,0.799,0.556,9,-12.563,1,0.0458,0.00165,0.783,0.0497,0.332,119.135
Rain - Video Edit,Madonna,37NL29Iu4zGhv2SweZWVOG,0.592,0.577,10,-12.339,1,0.0277,0.067,0.0018,0.103,0.226,92.546
Fever - Edit Two,Madonna,3ZMwYRQbkBLG71wdvMwu1i,0.697,0.683,7,-9.599,1,0.0357,0.075,0.247,0.0867,0.555,115.864
Bad Girl - Edit,Madonna,3ySoxsioJ7f13IVJikChN0,0.636,0.407,11,-13.901,0,0.0407,0.022,1.12e-05,0.05,0.494,146.951
Bad Girl - Extended Mix,Madonna,0RBjMZEPnwhKKrIECmXMIN,0.637,0.533,6,-11.945,0,0.0285,0.00821,0.000119,0.0636,0.373,146.841
Fever - Album Edit,Madonna,7Fiqu8cewPMQaEtm0vFUkV,0.771,0.717,7,-10.416,1,0.0552,0.0628,0.0433,0.0519,0.479,115.944
Fever - Edit One,Madonna,1wFQoEmwyRZj5F9OdTgemA,0.688,0.69,7,-9.656,1,0.0364,0.0731,0.177,0.0777,0.53,115.867
"Fever - Extended 12"" Mix",Madonna,2KV2aiLLPlJmm8ApZoSfLx,0.838,0.647,7,-11.509,1,0.0825,0.0143,0.0915,0.263,0.79,115.894
"Fever - Hot Sweat 12"" Mix",Madonna,5ofFICy8Uqzz18lcSBHUjA,0.809,0.655,1,-10.947,1,0.0523,3.32e-05,0.559,0.0682,0.533,118.781
Fever - Murk Boys Deep South Mix,Madonna,0BKHxriVJ3MxLgNQFEQGGQ,0.848,0.563,6,-12.07,0,0.0747,0.0108,0.633,0.217,0.526,115.822
Fever - Murk Boys Miami Mix,Madonna,7EZiQODDHcwXxFaitkBYp1,0.842,0.608,1,-11.404,1,0.0733,0.00345,0.886,0.177,0.575,115.82
Fever - Murk Boys Miami Dub,Madonna,6ba3FM5RdIdUE4ENAxNSWS,0.841,0.608,1,-11.39,1,0.0754,0.0034,0.854,0.214,0.567,115.832
Fever - Radio Edit/Remix,Madonna,5oy54PuOEo0hqSC5nvNq4o,0.843,0.73,6,-7.838,0,0.0585,0.0091,0.795,0.281,0.668,115.819
Fever - Shep's Remedy Dub,Madonna,0ahFFzSwvRCwGUVg0RSEQF,0.81,0.549,1,-11.947,1,0.0441,9.11e-05,0.915,0.0979,0.362,118.762
Fever - Oscar G's Dope Mix,Madonna,2b3ieQT4mTaRtq3Kk369Q8,0.811,0.484,8,-11.785,0,0.0668,0.0023,0.446,0.0734,0.612,115.797
"Holiday (7"" Version) - 2022 Remaster",Madonna,1tO3hJlxoKLQJxgCh6dGC5,0.847,0.819,11,-5.334,0,0.0405,0.0347,0.00147,0.279,0.886,115.858
"Like A Virgin (7"" Version) - 2022 Remaster",Madonna,2plWClrDhcXKE4BcO4n0Zx,0.75,0.802,3,-4.305,0,0.0313,0.0921,4.65e-05,0.0757,0.95,119.801
"Material Girl (7"" Version) - 2022 Remaster",Madonna,61XIzi3CQszptuZGgHwwKc,0.76,0.817,0,-4.771,1,0.0319,0.181,2.23e-06,0.0674,0.966,136.667
Into The Groove (You Can Dance Remix Edit) - 2022 Remaster,Madonna,6E3Cu6floUpqmI2T5GDdfl,0.752,0.803,8,-3.597,1,0.0423,0.0191,0.00032,0.0818,0.716,116.435
Open Your Heart (Video Version) - 2022 Remaster,Madonna,3zbYgGCHvS70KLPxMhiHcr,0.59,0.932,5,-4.96,0,0.0481,0.000285,0.0519,0.0797,0.816,114.01
Physical Attraction (You Can Dance Remix Edit) - 2022 Remaster,Madonna,02l7AUaJ3OlxATsE6SQyi9,0.845,0.86,0,-3.741,0,0.0502,0.0508,0.0525,0.296,0.851,119.058
Everybody (You Can Dance Remix Edit) - 2022 Remaster,Madonna,5FXaHhouaQAdkJuoWpZJEZ,0.761,0.851,7,-4.622,1,0.034,0.00502,0.0166,0.357,0.581,120.232
"Like A Prayer (7"" Remix Edit) - 2022 Remaster",Madonna,2T9lmJGaukvfw54yCdAUl4,0.799,0.852,2,-5.154,0,0.0959,0.109,2.89e-05,0.257,0.668,112.818
Express Yourself (Remix Edit) - 2022 Remaster,Madonna,45Fuen0UDEJ5pwfjZ9qWg9,0.663,0.912,7,-4.09,1,0.0436,0.00549,0.12,0.089,0.574,115.506
Keep It Together (Alternate Single Remix) - 2022 Remaster,Madonna,2pJ4NQTaoSMHxPdRrSVDPc,0.715,0.937,1,-4.556,1,0.0371,0.0101,0.0021,0.347,0.783,104.64
Vogue (Single Version) - 2022 Remaster,Madonna,6wBRqgcySWO76eUb2KJnUb,0.713,0.934,10,-4.631,0,0.0633,0.0114,0.000187,0.068,0.576,116.348
Justify My Love (Orbit Edit) - 2022 Remaster,Madonna,4YF43vFpVCfr0tKXsyLQbm,0.772,0.836,4,-6.764,0,0.0497,0.000797,0.709,0.0932,0.453,99.625
Erotica (Underground Club Mix) - 2022 Remaster,Madonna,4XeOgZXxoLsWd4UPW67T0z,0.688,0.897,1,-8.226,0,0.0792,0.208,0.328,0.481,0.329,122.641
Deeper And Deeper (David's Radio Edit) - 2022 Remaster,Madonna,7IBPX6rcQDaIpBdjAndW61,0.708,0.868,0,-5.884,0,0.0305,0.00287,0.000465,0.342,0.758,120.017
Fever (Radio Edit) - 2022 Remaster,Madonna,669dsU2rwW5duOrrpYdXnN,0.827,0.784,6,-6.087,0,0.0467,0.0101,0.54,0.27,0.588,115.822
Secret (Junior's Luscious Single Mix) - 2022 Remaster,Madonna,3JzbPfYjfUkbBZ24i35QHz,0.75,0.848,10,-5.391,0,0.0351,5.37e-05,0.0658,0.0364,0.865,124.166
Bedtime Story (Junior's Single Mix) - 2022 Remaster,Madonna,0kN5JRXyFxDyb3sxAVV5j7,0.678,0.751,1,-5.812,1,0.0356,0.0033,0.0226,0.162,0.427,125.58
Don't Cry For Me Argentina (Miami Mix Edit) - 2022 Remaster,Madonna,0MlMeXT1QoK2zOdc6wIA2T,0.677,0.866,6,-6.695,0,0.0783,0.0485,0.0,0.219,0.843,126.974
Frozen (Extended Club Mix Edit) - 2022 Remaster,Madonna,6EW39nzrVA457iQG5UbkZh,0.578,0.746,5,-8.503,0,0.0333,0.0486,0.0152,0.103,0.333,125.987
Ray Of Light (Sasha Ultra Violet Mix Edit) - 2022 Remaster,Madonna,1s1d0xKlDoLQZRzY8qQ5MF,0.53,0.986,11,-6.305,0,0.0751,8.32e-05,0.29,0.107,0.356,131.999
Nothing Really Matters (Club 69 Radio Mix) - 2022 Remaster,Madonna,0e0HdO6aDRiFak18Ut7idj,0.359,0.686,7,-6.895,0,0.0506,0.104,1.68e-05,0.0833,0.115,127.946
Beautiful Stranger (Calderone Radio Mix) - 2022 Remaster,Madonna,1wr297VWqaEEwA3AODLiFn,0.639,0.865,1,-7.11,1,0.0393,0.0315,0.000722,0.255,0.749,127.977
"American Pie (Richard ""Humpty"" Vission Radio Mix) - 2022 Remaster",Madonna,7xcwll5AK8GnGeUl9k2iov,0.713,0.794,5,-6.627,0,0.0303,0.0418,4.04e-05,0.543,0.825,128.002
Music (Deep Dish Dot Com Radio Edit) - 2022 Remaster,Madonna,2Tl6O4U9o3tc15eQHmc02m,0.694,0.932,7,-8.417,1,0.0468,0.00122,0.03,0.229,0.828,127.96
Don't Tell Me (Thunderpuss Video Remix) - 2022 Remaster,Madonna,6VdgzNyo0ZwP9gNM6FBYKl,0.652,0.957,0,-6.765,1,0.0443,0.0154,0.000963,0.157,0.76,131.976
